Ticker,Trimestre,% despesas,% em caixa,Div. Yield,Inadimplência,Negócios/dia,P/VP,Patrimônio,Qnt. cotas,Qnt. cotistas,VP por cota,Vacância,Valor merc.,Volume diário
MXRF11,4T2017,"0,29%","3,24%","12,76%",0%,244,"0,99","302,34 M","31,5 M",11.245,"9,60",0%,"299,40 M","480,28 K"
MXRF11,4T2018,"0,25%","3,70%","14,49%",0%,872,"1,06","303,93 M","31,5 M",31.243,"9,65",0%,"322,38 M","693,83 K"
MXRF11,4T2019,"0,20%","5,03%","14,32%",0%,3.255,"1,39","763,34 M","75,4 M",89.122,"10,13",0%,"1,06 B","2,81 M"
MXRF11,4T2022,"0,24%","3,63%","14,77%",0%,25.140,"1,00","2,28 B","226,0 M",739.809,"10,11",0%,"2,28 B","5,92 M"
NAVT11,1T2021,"0,02%","42,59%","0,00%",0%,0,"0,00","102,95 M","1,1 M",2.166,"97,63",0%,"0,00","0,00"
NAVT11,1T2022,"0,29%","14,66%","12,77%",0%,237,"0,82","95,03 M","1,1 M",1.711,"90,11",0%,"78,02 M","129,67 K"
NAVT11,1T2023,"0,30%","8,17%","17,89%",0%,236,"0,83","89,90 M","1,1 M",1.946,"85,25",0%,"74,53 M","251,92 K"
NAVT11,1T2024,"0,50%","8,23%","14,96%",0%,352,"0,98","58,25 M","612,3 K",2.515,"95,13",0%,"57,16 M","189,55 K"
NAVT11,2T2021,"0,10%","12,34%","2,24%",0%,423,"0,87","99,25 M","1,1 M",2.170,"94,12",0%,"86,52 M","318,92 K"
NAVT11,2T2022,"0,30%","5,87%","14,97%",0%,173,"0,82","94,00 M","1,1 M",1.691,"89,14",0%,"77,28 M","111,80 K"
NAVT11,2T2023,"0,26%","2,50%","13,82%",0%,253,"0,91","102,25 M","1,1 M",2.177,"96,96",0%,"93,32 M","239,01 K"
NAVT11,2T2024,"0,39%","2,68%","15,66%",0%,253,"1,06","53,51 M","612,3 K",2.897,"87,40",0%,"56,76 M","157,28 K"
NAVT11,3T2021,"0,07%","3,02%","5,42%",0%,435,"0,83","96,59 M","1,1 M",1.950,"91,60",0%,"80,14 M","344,48 K"
NAVT11,3T2022,"0,28%","2,68%","15,54%",0%,201,"0,83","97,72 M","1,1 M",1.669,"92,67",0%,"81,12 M","147,03 K"
NAVT11,3T2023,"0,29%","8,17%","13,66%",0%,245,"0,95","99,07 M","1,1 M",1.793,"93,95",0%,"94,37 M","285,13 K"
NAVT11,4T2021,"0,09%","4,08%","9,00%",0%,396,"0,80","97,44 M","1,1 M",1.807,"92,40",0%,"77,93 M","188,70 K"
NAVT11,4T2022,"0,30%","5,05%","16,70%",0%,148,"0,84","94,46 M","1,1 M",1.655,"89,58",0%,"79,09 M","97,54 K"
NAVT11,4T2023,"0,51%","5,75%","14,47%",0%,225,"0,97","57,71 M","612,3 K",2.031,"94,25",0%,"55,72 M","437,81 K"
NCHB11,1T2020,"1,05%","6,07%","0,00%",0%,0,"0,00","10,83 M","123,0 K",1,"88,04",0%,"0,00","0,00"
NCHB11,1T2021,"0,18%","52,75%","7,66%",0%,325,"1,13","134,16 M","1,4 M",6.067,"93,04",0%,"150,97 M","679,25 K"
NCHB11,1T2022,"0,34%","2,11%","18,93%",0%,76,"0,99","138,44 M","1,5 M",9.708,"95,28",0%,"136,73 M","108,69 K"
NCHB11,1T2023,"0,33%","7,76%","23,65%",0%,453,"0,92","151,99 M","1,7 M",12.213,"89,52",0%,"139,91 M","357,54 K"
NCHB11,1T2024,"0,29%","10,99%","105,87%",0%,545,"0,95","153,75 M","15,3 M",11.166,"10,06",0%,"146,70 M","265,80 K"
NCHB11,2T2020,"0,92%","6,00%","0,00%",0%,0,"0,00","11,11 M","123,0 K",1,"90,29",0%,"0,00","0,00"
NCHB11,2T2021,"0,40%","17,00%","12,79%",0%,235,"1,01","134,19 M","1,4 M",6.617,"93,06",0%,"135,40 M","483,00 K"
NCHB11,2T2023,"0,36%","10,83%","20,19%",0%,406,"0,96","154,94 M","1,7 M",11.728,"91,26",0%,"148,14 M","344,02 K"
NCHB11,2T2024,"0,28%","13,43%","71,52%",0%,746,"0,94","149,77 M","15,3 M",11.662,"9,80",0%,"141,35 M","293,59 K"
NCHB11,3T2020,"0,29%","71,15%","0,00%",0%,20,"1,05","51,47 M","571,1 K",1.091,"90,13",0%,"53,88 M","52,63 K"
NCHB11,3T2021,"0,35%","4,95%","16,34%",0%,34,"1,02","135,79 M","1,4 M",7.149,"94,17",0%,"138,11 M","58,96 K"
NCHB11,3T2022,"0,34%","6,05%","24,00%",0%,871,"1,00","145,95 M","1,6 M",11.157,"91,11",0%,"146,60 M","518,23 K"
NCHB11,3T2023,"0,73%","9,18%","17,59%",0%,864,"0,92","152,37 M","1,7 M",11.494,"89,74",0%,"139,49 M","417,61 K"
NCHB11,4T2020,"0,49%","27,73%","3,37%",0%,50,"1,06","52,82 M","571,1 K",1.624,"92,49",0%,"56,25 M","243,50 K"
NCHB11,4T2021,"0,51%","9,27%","17,54%",0%,0,"0,99","140,00 M","1,5 M",7.785,"96,35",0%,"139,17 M","0,00"
NCHB11,4T2022,"1,51%","11,27%","24,29%",0%,574,"0,99","152,14 M","1,7 M",11.822,"89,60",0%,"151,03 M","445,65 K"
NCHB11,4T2023,"0,10%","10,16%","15,40%",0%,444,"0,92","153,51 M","1,7 M",10.745,"90,41",0%,"140,57 M","410,04 K"
NCRA11,1T2022,"0,41%","27,71%","0,39%",0%,25,"0,91","38,57 M","401,7 K",1.193,"96,02",0%,"35,16 M","83,32 K"
NCRA11,1T2023,"0,38%","3,00%","21,35%",0%,282,"0,97","43,25 M","4,1 M",3.570,"10,60",0%,"41,77 M","181,39 K"
NCRA11,1T2024,"0,33%","8,04%","16,56%",0%,393,"0,91","47,04 M","4,5 M",9.425,"10,55",0%,"42,82 M","160,10 K"
NCRA11,2T2022,"0,38%","28,99%","3,88%",0%,68,"0,97","38,15 M","401,7 K",1.248,"94,97",0%,"37,16 M","82,12 K"
NCRA11,2T2023,"0,52%","15,64%","21,67%",0%,735,"0,98","43,36 M","4,1 M",5.759,"10,63",0%,"42,67 M","187,20 K"
NCRA11,2T2024,"0,34%","8,06%","17,08%",0%,627,"0,80","47,04 M","4,5 M",9.213,"10,55",0%,"37,73 M","146,89 K"
NCRA11,3T2022,"0,38%","2,10%","11,26%",0%,195,"0,97","38,12 M","401,7 K",1.616,"94,89",0%,"36,96 M","176,73 K"
NCRA11,4T2022,"0,36%","5,06%","15,90%",0%,248,"0,96","42,67 M","453,2 K",1.906,"94,14",0%,"40,79 M","237,47 K"
NCRA11,4T2023,"0,33%","11,72%","18,47%",0%,1.081,"1,01","46,99 M","4,5 M",9.908,"10,54",0%,"47,50 M","356,03 K"
NCRI11,1T2023,"0,10%","8,39%","2,80%",0%,4,"0,91","40,51 M","3,9 M",145,"10,26",0%,"36,93 M","15,09 K"
NCRI11,1T2024,"0,42%","4,41%","13,02%",0%,74,"0,87","40,16 M","3,9 M",844,"10,17",0%,"34,88 M","3,24 K"
NCRI11,2T2022,"0,00%","0,00%","0,00%",0%,0,"0,00","0,00","0,0",0,"0,00",0%,"0,00","0,00"
NCRI11,2T2023,"0,75%","30,46%","6,77%",0%,177,"0,88","40,56 M","3,9 M",447,"10,27",0%,"35,51 M","13,67 K"
NCRI11,2T2024,"0,46%","6,66%","12,49%",0%,42,"0,85","39,98 M","3,9 M",874,"10,12",0%,"34,01 M","2,32 K"
NCRI11,3T2022,"0,00%","0,00%","0,00%",0%,0,"0,00","0,00","0,0",0,"0,00",0%,"0,00","0,00"
NCRI11,3T2023,"0,57%","11,34%","9,45%",0%,28,"0,89","40,32 M","3,9 M",589,"10,21",0%,"36,02 M","3,09 K"
NCRI11,4T2023,"0,60%","3,74%","12,58%",0%,46,"0,86","40,61 M","3,9 M",718,"10,28",0%,"34,84 M","2,69 K"
NEWL11,1T2020,"0,72%","2,73%","4,17%",0%,25,"1,09","86,42 M","855,8 K",234,"100,91",0%,"94,13 M","65,41 K"
NEWL11,1T2021,"1,29%","31,31%","12,38%",0%,32,"0,94","137,97 M","1,2 M",1.042,"110,66",0%,"129,04 M","248,28 K"
NEWL11,1T2024,"1,39%","2,67%","10,82%",0%,180,"0,85","279,34 M","2,0 M",6.056,"137,40",0%,"237,53 M","649,31 K"
NEWL11,2T2020,"1,04%","2,02%","5,08%",0%,29,"0,87","97,58 M","855,8 K",367,"114,02",0%,"84,72 M","108,49 K"
NEWL11,2T2024,"1,00%","21,19%","9,90%",0%,246,"0,72","345,26 M","2,0 M",8.521,"169,82",0%,"248,00 M","972,87 K"
NEWL11,3T2020,"0,41%","2,30%","8,00%",0%,18,"0,90","97,50 M","855,8 K",526,"113,93",0%,"87,28 M","43,23 K"
NEWL11,3T2021,"0,27%","4,77%","29,98%",0%,57,"0,85","236,52 M","2,0 M",1.855,"116,33",0%,"201,97 M","92,09 K"
NEWL11,3T2023,"1,29%","2,82%","12,18%",0%,173,"0,79","279,46 M","2,0 M",3.665,"137,46",0%,"219,57 M","665,04 K"
NEWL11,4T2020,"-0,10%","2,69%","10,24%",0%,29,"0,92","97,95 M","855,8 K",1.002,"114,46",0%,"89,86 M","182,29 K"
NEWL11,4T2021,"0,56%","3,47%","29,51%",0%,209,"0,85","236,49 M","2,0 M",2.248,"116,32",0%,"201,28 M","312,85 K"
NEWL11,4T2022,"1,14%","3,56%","14,18%",0%,147,"0,81","244,16 M","2,0 M",3.914,"120,09",0%,"198,23 M","141,82 K"
NEWL11,4T2023,"1,39%","2,79%","11,29%",0%,161,"0,83","279,32 M","2,0 M",3.921,"137,39",0%,"232,55 M","781,23 K"
NEWU11,1T2020,"0,65%","30,08%","0,00%",0%,11,"0,62","65,51 M","742,0 K",2.171,"88,30",41%,"40,81 M","81,84 K"
NEWU11,1T2021,"0,63%","3,27%","0,29%",0%,11,"0,63","47,43 M","742,0 K",1.925,"63,92",41%,"29,68 M","12,96 K"
NEWU11,1T2022,"0,75%","2,04%","0,00%",0%,14,"0,61","48,19 M","742,0 K",1.724,"64,95",63%,"29,46 M","7,81 K"
NEWU11,1T2023,"0,45%","2,76%","0,76%",0%,8,"1,01","51,07 M","742,0 K",1.584,"68,83",47%,"51,72 M","57,48 K"
NEWU11,1T2024,"0,63%","5,26%","3,07%",0%,15,"1,06","53,21 M","742,0 K",1.360,"71,71",47%,"56,30 M","29,34 K"
NEWU11,2T2020,"0,19%","6,09%","0,00%",0%,19,"0,71","51,43 M","742,0 K",2.186,"69,31",41%,"36,73 M","13,96 K"
NEWU11,2T2021,"1,36%","2,03%","0,33%",0%,8,"0,56","46,66 M","742,0 K",1.785,"62,89",41%,"26,16 M","9,34 K"
NEWU11,2T2022,"1,45%","1,58%","0,00%",0%,13,"0,53","48,06 M","742,0 K",1.805,"64,77",63%,"25,33 M","7,77 K"
NEWU11,2T2024,"1,38%","5,05%","2,91%",0%,6,"1,05","53,05 M","742,0 K",1.302,"71,50",47%,"55,50 M","14,12 K"
NEWU11,3T2020,"0,51%","4,95%","0,25%",0%,18,"0,67","51,30 M","742,0 K",2.163,"69,14",41%,"34,58 M","21,35 K"
NEWU11,3T2021,"0,65%","1,00%","0,00%",0%,13,"0,53","46,23 M","742,0 K",1.763,"62,30",41%,"24,58 M","4,65 K"
NEWU11,3T2022,"0,68%","1,78%","0,00%",0%,14,"0,54","48,27 M","742,0 K",1.774,"65,05",57%,"26,13 M","11,88 K"
NEWU11,3T2023,"1,18%","5,04%","2,09%",0%,7,"1,07","51,74 M","742,0 K",1.463,"69,73",47%,"55,56 M","128,86 K"
NEWU11,4T2020,"1,07%","3,19%","0,26%",0%,12,"0,68","47,65 M","742,0 K",2.039,"64,22",41%,"32,37 M","14,32 K"
NEWU11,4T2021,"1,22%","0,25%","0,00%",0%,5,"0,52","45,63 M","742,0 K",1.726,"61,49",41%,"23,74 M","2,26 K"
NEWU11,4T2022,"1,32%","1,60%","0,43%",0%,12,"0,59","51,65 M","742,0 K",1.695,"69,61",47%,"30,42 M","34,82 K"
NEWU11,4T2023,"1,91%","5,80%","3,04%",0%,7,"1,10","53,14 M","742,0 K",1.414,"71,62",47%,"58,62 M","140,00 K"
NSLU11,1T2017,"0,09%","1,69%","0,00%",0%,0,"0,00","219,66 M","1,1 M",3.300,"191,88",0%,"0,00","0,00"
NSLU11,1T2018,"0,09%","1,65%","10,98%",0%,22,"1,33","236,16 M","1,1 M",3.303,"206,29",0%,"313,56 M","90,06 K"
NSLU11,1T2019,"0,11%","1,88%","12,85%",0%,75,"1,33","207,13 M","1,1 M",4.103,"180,93",0%,"274,75 M","128,00 K"
NSLU11,1T2020,"0,11%","1,92%","13,74%",0%,99,"1,13","218,39 M","1,1 M",5.270,"190,77",0%,"247,81 M","273,19 K"
NSLU11,1T2021,"0,11%","1,88%","13,13%",0%,113,"1,23","243,85 M","1,1 M",7.673,"213,01",0%,"299,97 M","263,71 K"
NSLU11,1T2022,"0,12%","2,00%","16,72%",0%,257,"0,77","222,52 M","1,1 M",7.406,"194,37",0%,"171,67 M","349,52 K"
NSLU11,1T2023,"0,12%","3,09%","9,86%",0%,89,"0,84","257,60 M","1,3 M",6.572,"199,18",0%,"216,50 M","130,98 K"
NSLU11,1T2024,"0,11%","3,49%","10,05%",0%,99,"0,95","264,32 M","1,3 M",6.052,"204,38",0%,"250,82 M","98,78 K"
NSLU11,2T2017,"0,19%","1,72%","2,51%",0%,19,"1,19","219,68 M","1,1 M",3.214,"191,89",0%,"262,15 M","80,01 K"
NSLU11,2T2018,"-0,01%","1,78%","14,03%",0%,19,"1,12","236,15 M","1,1 M",3.325,"206,28",0%,"263,30 M","81,47 K"
NSLU11,2T2019,"0,10%","1,96%","12,21%",0%,56,"1,38","207,17 M","1,1 M",4.291,"180,97",0%,"286,31 M","133,37 K"
NSLU11,2T2020,"0,36%","4,24%","12,06%",0%,109,"1,42","218,38 M","1,1 M",5.722,"190,76",0%,"310,81 M","246,46 K"
NSLU11,2T2021,"0,12%","2,04%","13,07%",0%,150,"1,13","244,48 M","1,1 M",7.617,"213,56",0%,"275,90 M","260,38 K"
NSLU11,2T2023,"0,11%","3,21%","11,33%",0%,134,"0,89","257,93 M","1,3 M",6.462,"199,44",0%,"230,19 M","184,11 K"
NSLU11,2T2024,"0,18%","3,44%","10,34%",0%,152,"0,91","262,13 M","1,3 M",5.926,"202,69",0%,"237,98 M","115,22 K"
NSLU11,3T2017,"0,10%","1,75%","5,89%",0%,30,"1,25","219,70 M","1,1 M",3.180,"191,91",0%,"275,32 M","186,49 K"
NSLU11,3T2018,"0,09%","1,68%","14,98%",0%,71,"1,03","236,22 M","1,1 M",3.617,"206,34",0%,"243,84 M","171,24 K"
NSLU11,3T2019,"0,11%","1,99%","12,57%",0%,77,"1,33","207,15 M","1,1 M",4.549,"180,95",0%,"275,32 M","262,34 K"
NSLU11,3T2020,"0,65%","2,00%","12,66%",0%,169,"1,45","218,37 M","1,1 M",7.216,"190,75",0%,"315,99 M","384,19 K"
NSLU11,3T2021,"0,16%","1,96%","12,87%",0%,138,"1,04","244,41 M","1,1 M",7.603,"213,50",0%,"253,06 M","239,25 K"
NSLU11,3T2022,"0,67%","2,80%","9,68%",0%,154,"0,92","251,63 M","1,3 M",6.812,"194,57",0%,"231,78 M","317,31 K"
NSLU11,3T2023,"0,11%","3,34%","10,67%",0%,84,"0,94","258,26 M","1,3 M",6.342,"199,69",0%,"242,93 M","101,40 K"
NSLU11,4T2017,"0,09%","1,68%","9,09%",0%,23,"1,22","230,23 M","1,1 M",3.196,"201,11",0%,"280,48 M","133,40 K"
NSLU11,4T2018,"0,07%","1,95%","14,05%",0%,55,"1,23","207,21 M","1,1 M",3.857,"181,00",0%,"254,72 M","135,48 K"
NSLU11,4T2019,"0,14%","1,89%","12,00%",0%,83,"1,32","218,35 M","1,1 M",4.927,"190,73",0%,"287,33 M","230,84 K"
NSLU11,4T2020,"0,10%","1,79%","12,21%",0%,127,"1,34","243,82 M","1,1 M",7.567,"212,98",0%,"326,23 M","314,32 K"
NSLU11,4T2021,"0,11%","1,98%","11,91%",0%,176,"1,11","244,41 M","1,1 M",7.514,"213,49",0%,"272,44 M","207,31 K"
NSLU11,4T2022,"0,14%","2,96%","9,06%",0%,159,"0,84","257,26 M","1,3 M",6.692,"198,92",0%,"215,82 M","475,55 K"
NSLU11,4T2023,"0,10%","3,42%","10,16%",0%,139,"0,96","262,12 M","1,3 M",6.197,"202,68",0%,"252,16 M","305,43 K"
NVHO11,1T2018,"0,04%","1,81%","0,00%",0%,0,"0,00","289,72 M","41,5 M",93,"6,98",0%,"0,00","0,00"
NVHO11,1T2019,"0,04%","2,34%","3,13%",0%,20,"4,42","298,13 M","41,5 M",93,"7,18",0%,"1,32 B","5,63 K"
NVHO11,1T2020,"0,03%","2,78%","9,20%",0%,62,"1,41","324,99 M","41,5 M",93,"7,83",0%,"456,85 M","12,41 K"
NVHO11,1T2021,"0,03%","0,86%","8,58%",0%,62,"1,22","513,18 M","41,5 M",2.579,"12,37",0%,"626,57 M","13,47 K"
NVHO11,1T2023,"0,04%","1,58%","9,13%",0%,10,"0,86","579,65 M","41,5 M",2.220,"13,97",0%,"499,18 M","1,47 K"
NVHO11,1T2024,"0,03%","1,97%","8,88%",0%,18,"0,76","635,58 M","41,5 M",2.156,"15,32",0%,"485,49 M","2,68 K"
NVHO11,2T2018,"0,08%","2,00%","3,11%",0%,10,"1,16","289,72 M","41,5 M",249,"6,98",0%,"336,11 M","3,44 K"
NVHO11,2T2019,"0,07%","2,50%","3,35%",0%,23,"4,17","298,47 M","41,5 M",93,"7,19",0%,"1,24 B","5,94 K"
NVHO11,2T2020,"0,10%","2,93%","8,01%",0%,55,"1,59","325,37 M","41,5 M",2.209,"7,84",0%,"518,68 M","6,39 K"
NVHO11,2T2021,"0,06%","0,96%","9,65%",0%,32,"1,10","513,66 M","41,5 M",2.549,"12,38",0%,"567,23 M","6,02 K"
NVHO11,2T2022,"0,06%","1,22%","10,48%",0%,12,"0,85","527,83 M","41,5 M",2.314,"12,72",0%,"448,14 M","1,96 K"
NVHO11,2T2023,"0,06%","1,83%","10,86%",0%,19,"0,72","580,46 M","41,5 M",2.223,"13,99",0%,"417,44 M","4,67 K"
NVHO11,2T2024,"0,06%","2,04%","9,12%",0%,17,"0,73","636,24 M","41,5 M",2.077,"15,33",0%,"463,49 M","2,00 K"
NVHO11,3T2018,"0,04%","2,00%","1,62%",0%,20,"4,29","290,15 M","41,5 M",296,"6,99",0%,"1,25 B","8,18 K"
NVHO11,3T2019,"0,03%","2,65%","6,03%",0%,33,"2,36","299,01 M","41,5 M",93,"7,21",0%,"704,99 M","6,20 K"
NVHO11,3T2020,"0,03%","3,06%","7,85%",0%,47,"1,62","325,70 M","41,5 M",2.350,"7,85",0%,"526,98 M","6,90 K"
NVHO11,3T2021,"0,05%","1,07%","10,90%",0%,21,"0,99","514,16 M","41,5 M",2.534,"12,39",0%,"507,48 M","2,37 K"
NVHO11,3T2022,"0,03%","1,37%","11,35%",0%,17,"0,79","528,50 M","41,5 M",2.293,"12,74",0%,"414,95 M","4,61 K"
NVHO11,3T2023,"0,03%","1,86%","9,06%",0%,17,"0,86","581,28 M","41,5 M",2.228,"14,01",0%,"497,93 M","4,86 K"
NVHO11,4T2018,"0,07%","2,33%","2,29%",0%,14,"4,53","297,53 M","41,5 M",313,"7,17",0%,"1,35 B","4,21 K"
NVHO11,4T2019,"0,06%","2,85%","7,83%",0%,91,"1,80","299,45 M","41,5 M",93,"7,22",0%,"539,43 M","23,46 K"
NVHO11,4T2020,"0,04%","0,93%","8,25%",0%,52,"1,24","514,34 M","41,5 M",2.393,"12,40",0%,"638,60 M","7,43 K"
NVHO11,4T2021,"0,08%","1,23%","9,17%",0%,18,"0,94","527,76 M","41,5 M",2.464,"12,72",0%,"493,78 M","2,59 K"
NVHO11,4T2022,"0,05%","1,44%","11,31%",0%,15,"0,72","578,98 M","41,5 M",2.251,"13,95",0%,"414,95 M","3,92 K"
NVHO11,4T2023,"0,05%","1,85%","8,92%",0%,12,"0,78","634,78 M","41,5 M",2.171,"15,30",0%,"495,03 M","1,60 K"
OGHY11,1T2023,"0,39%","2,29%","4,08%",0%,6,"1,06","19,89 M","2,1 M",124,"9,59",0%,"21,17 M","7,62 K"
OGHY11,2T2023,"0,51%","7,83%","8,20%",0%,11,"1,03","20,11 M","2,1 M",277,"9,69",0%,"20,81 M","2,09 K"
OGHY11,3T2023,"0,68%","13,73%","11,40%",0%,24,"1,11","19,76 M","2,1 M",555,"9,49",0%,"21,86 M","5,78 K"
OGHY11,4T2023,"0,27%","15,33%","15,80%",0%,84,"0,96","25,73 M","2,7 M",1.520,"9,47",0%,"24,66 M","35,31 K"
OIAG11,1T2023,"0,15%","56,68%","14,33%",0%,202,"1,11","88,39 M","9,0 M",5.687,"9,78",0%,"97,92 M","133,08 K"
OIAG11,1T2024,"0,30%","11,74%","17,74%",0%,709,"0,86","88,07 M","9,0 M",13.233,"9,75",0%,"75,88 M","291,37 K"
OIAG11,2T2022,"0,14%","16,60%","0,77%",0%,68,"1,02","40,50 M","4,2 M",772,"9,72",0%,"41,41 M","39,62 K"
OIAG11,2T2023,"0,44%","32,12%","20,43%",0%,556,"0,93","88,44 M","9,0 M",8.229,"9,79",0%,"82,47 M","330,02 K"
OIAG11,2T2024,"0,32%","11,77%","17,18%",0%,555,"0,81","88,54 M","9,0 M",13.279,"9,80",0%,"71,81 M","244,42 K"
OIAG11,3T2022,"0,41%","14,89%","4,85%",0%,58,"0,96","41,10 M","4,2 M",1.159,"9,87",0%,"39,53 M","35,36 K"
OIAG11,3T2023,"0,31%","4,22%","19,83%",0%,526,"0,97","88,40 M","9,0 M",10.782,"9,79",0%,"85,90 M","238,48 K"
OIAG11,4T2022,"0,38%","10,93%","9,55%",0%,118,"1,04","41,13 M","4,2 M",2.094,"9,87",0%,"42,91 M","54,72 K"
OIAG11,4T2023,"0,29%","15,82%","19,38%",0%,922,"0,92","88,45 M","9,0 M",12.487,"9,79",0%,"81,30 M","344,96 K"
ONEF11,1T2017,"0,12%","1,18%","2,75%",0%,4,"1,07","95,82 M","91,1 K",807,"1.051,86",0%,"102,31 M","59,68 K"
ONEF11,1T2018,"0,12%","1,35%","10,37%",0%,9,"1,15","99,18 M","91,1 K",1.069,"1.088,65",0%,"113,88 M","147,59 K"
ONEF11,1T2019,"0,21%","1,23%","9,05%",0%,25,"1,29","101,58 M","911,0 K",1.585,"111,50",0%,"131,11 M","85,91 K"
ONEF11,1T2020,"0,14%","1,01%","8,40%",0%,270,"0,92","140,48 M","911,0 K",5.593,"154,21",10%,"129,36 M","489,93 K"
ONEF11,1T2021,"0,10%","1,01%","7,65%",0%,41,"0,88","146,21 M","911,0 K",4.427,"160,49",0%,"128,64 M","81,82 K"
ONEF11,1T2022,"0,11%","1,08%","7,80%",0%,55,"0,88","159,18 M","911,0 K",3.724,"174,73",0%,"140,11 M","81,30 K"
ONEF11,1T2023,"0,12%","1,10%","8,27%",0%,54,"0,84","183,63 M","911,0 K",3.106,"201,57",0%,"154,51 M","74,56 K"
ONEF11,2T2017,"0,12%","1,54%","5,83%",0%,3,"1,01","95,96 M","91,1 K",786,"1.053,33",0%,"97,29 M","30,93 K"
ONEF11,2T2018,"0,13%","1,23%","10,24%",0%,13,"1,18","99,19 M","911,0 K",1.098,"108,88",0%,"116,61 M","106,58 K"
ONEF11,2T2019,"0,12%","1,27%","8,88%",0%,29,"1,32","101,59 M","911,0 K",1.885,"111,51",0%,"134,14 M","115,50 K"
ONEF11,2T2020,"0,13%","1,09%","7,50%",0%,75,"0,98","140,59 M","911,0 K",5.119,"154,33",10%,"137,56 M","101,01 K"
ONEF11,2T2021,"0,12%","1,06%","8,00%",0%,58,"0,84","146,32 M","911,0 K",4.162,"160,61",0%,"122,27 M","124,66 K"
ONEF11,2T2022,"0,12%","1,09%","7,94%",0%,55,"0,93","159,28 M","911,0 K",3.564,"174,84",0%,"147,69 M","116,89 K"
ONEF11,2T2023,"0,12%","0,99%","7,09%",0%,44,"0,86","209,53 M","911,0 K",2.852,"230,00",0%,"180,36 M","51,05 K"
ONEF11,3T2017,"0,11%","1,53%","7,25%",0%,11,"1,24","95,93 M","91,1 K",1.013,"1.053,02",0%,"119,34 M","105,56 K"
ONEF11,3T2018,"0,12%","1,26%","10,78%",0%,39,"1,11","99,21 M","911,0 K",1.157,"108,90",0%,"109,78 M","71,36 K"
ONEF11,3T2019,"0,09%","1,34%","8,81%",0%,37,"1,32","101,58 M","911,0 K",2.095,"111,51",10%,"134,14 M","72,88 K"
ONEF11,3T2020,"0,10%","1,18%","7,28%",0%,56,"0,97","140,71 M","911,0 K",4.865,"154,46",10%,"136,66 M","151,01 K"
ONEF11,3T2021,"0,11%","1,06%","7,66%",0%,96,"0,89","146,36 M","911,0 K",4.078,"160,65",0%,"130,94 M","143,62 K"
ONEF11,3T2022,"0,12%","1,12%","7,79%",0%,52,"0,98","159,37 M","911,0 K",3.434,"174,94",0%,"156,68 M","273,03 K"
ONEF11,3T2023,"0,12%","0,99%","7,06%",0%,32,"0,87","209,52 M","911,0 K",2.683,"229,99",0%,"183,01 M","76,25 K"
ONEF11,4T2017,"0,13%","1,30%","9,84%",0%,4,"1,19","99,14 M","91,1 K",1.013,"1.088,24",0%,"117,52 M","44,41 K"
ONEF11,4T2018,"0,12%","1,24%","8,64%",0%,22,"1,35","101,57 M","911,0 K",1.309,"111,49",0%,"136,65 M","94,45 K"
ONEF11,4T2019,"0,10%","1,03%","6,66%",0%,737,"1,22","140,49 M","911,0 K",7.588,"154,21",10%,"171,27 M","830,79 K"
ONEF11,4T2020,"0,15%","1,05%","7,34%",0%,54,"0,92","146,23 M","911,0 K",4.695,"160,51",10%,"134,72 M","85,34 K"
ONEF11,4T2021,"0,19%","1,06%","8,21%",0%,86,"0,78","159,16 M","911,0 K",3.932,"174,71",0%,"124,46 M","70,62 K"
ONEF11,4T2022,"0,13%","1,06%","7,95%",0%,65,"0,87","183,51 M","911,0 K",3.328,"201,44",0%,"159,38 M","70,84 K"
ONEF11,4T2023,"0,17%","18,59%","26,57%",0%,54,"1,09","166,52 M","911,0 K",2.602,"182,79",0%,"182,23 M","158,19 K"
OUFF11,1T2020,"1,98%","11,12%","8,93%",0%,49,"0,92","60,42 M","671,6 K",1.678,"89,96",0%,"55,41 M","207,28 K"
OUFF11,1T2021,"0,15%","2,14%","13,61%",0%,230,"0,93","161,75 M","1,8 M",7.178,"89,15",0%,"150,41 M","309,33 K"
OUFF11,1T2022,"0,16%","0,71%","16,54%",0%,273,"0,83","142,54 M","1,8 M",8.831,"78,56",0%,"117,71 M","199,33 K"
OUFF11,1T2024,"0,16%","1,96%","13,02%",0%,355,"0,90","134,09 M","1,8 M",7.598,"73,91",0%,"121,20 M","204,87 K"
OUFF11,2T2020,"1,16%","7,72%","11,76%",0%,51,"0,93","65,87 M","671,6 K",2.050,"98,08",0%,"61,18 M","116,99 K"
OUFF11,2T2021,"0,33%","2,90%","13,68%",0%,263,"0,93","154,19 M","1,8 M",8.763,"84,98",0%,"142,97 M","289,38 K"
OUFF11,2T2022,"0,20%","0,60%","16,62%",0%,428,"0,82","140,73 M","1,8 M",8.493,"77,56",0%,"115,07 M","198,54 K"
OUFF11,2T2023,"0,24%","2,45%","14,03%",0%,249,"0,90","141,15 M","1,8 M",7.915,"77,80",0%,"127,04 M","185,89 K"
OUFF11,2T2024,"0,18%","5,82%","13,69%",0%,429,"0,85","128,28 M","1,8 M",7.178,"70,70",0%,"108,86 M","317,27 K"
OUFF11,3T2020,"-0,12%","19,03%","14,27%",0%,151,"0,93","162,52 M","1,8 M",4.829,"89,57",0%,"150,41 M","293,31 K"
