Nome,Área,Endereço,Núm. unidades,Vacância,Inadimplência,Share sobre receita,Ticker,Ano,Papel,Nome do fundo,CNPJ,Valor,Emissão,Série
PQ SHOP BELÉ,"34.130,00 m2","Avenida Visc. de Souza Franco, 776 - Reduto, Belém - PA, 66053-000",300,"2,00%","9,00%","0,00%",LASC11,2021,,,,,,
SH BOULEVART,"27.066,00 m2","Avenida, Dr. Silvio Bastos Tavares, 330 - Parque dos Rodoviários, Campos dos Goytacazes - RJ, 28051-250",160,"4,00%","9,00%","0,00%",LASC11,2021,,,,,,
Boulevard Shopping Campos,"27.200,00 m2","Avenida, Dr. Silvio Bastos Tavares, 330 - Parque dos Rodoviários, Campos dos Goytacazes - RJ, 28051-250",160,"0,00%","0,00%","100,00%",LASC11,2020,,,,,,
Boulevard Shopping Belém,"34.080,00 m2","Avenida Visc. de Souza Franco, 776 - Reduto, Belém - PA, 66053-000",300,"0,00%","0,00%","100,00%",LASC11,2020,,,,,,
522233,"94,00 m2",Rua Cotoxó - 1289 - 12,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
3402446,"100,00 m2","Rua Henrique Oswald, 140 - 108",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
1607014,"94,00 m2","Rua Barata Ribeiro, 596 - 801",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
6206272,"92,00 m2","Rua Luís Dias, 85 - 14",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
1456648,"104,00 m2","Rua Alvorada, 859 - 113",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
210328,"105,00 m2","Rua Artur de Azevedo, 776 - 71",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
136934,"90,00 m2","Rua Pamplona, 1112 - 43",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
2257639,"87,00 m2",Rua Marquês de Olinda 78 - 302,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
1586416,"65,00 m2","Rua Maestro Francisco Braga, 181 - 103",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
1652347,"93,00 m2",Rua Viúva Lacerda 249 - 107 Bloco 2,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
2289589,"80,00 m2","Rua Mário Portela, 161 - 603",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
3181148,"71,00 m2","Rua do Catete, 129 - 208",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
1602227,"105,00 m2","Rua Barata Ribeiro, 723 - 201",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
155576,"68,00 m2","Avenida Nove de Julho, 3183 - 72",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
311778,"62,00 m2","Rua Jean Peltier, 311 - 75",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
3171767,"85,00 m2",Rua Coelho Neto 82 - 604,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
2137837,"78,00 m2",Rua das Laranjeiras 527 - 301,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
303630,"98,00 m2","Avenida Portugal, 512 - 32",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
2178655,"104,00 m2",Rua Barata Ribeiro 687 - 101,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
310971,"48,00 m2","Rua Joel Carlos Borges, 60 - 808",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
2239794,"105,00 m2",Rua Inhanga 7 - 302,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
210309,"103,00 m2","Rua Lisboa, 403 - 54",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
337443,"86,00 m2","Rua Alvorada, 1244 - 84",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
684391,"112,00 m2","Rua Borges Lagoa, 1246 - 32",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
1687560,"101,00 m2","Rua Soares Cabral, 41 - 101",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
730475,"140,00 m2",Rua dos Democratas 799,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
230492,"96,00 m2","Rua Tabapuã, 542 - 601",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
6197028,"93,00 m2","Rua Guilherme Barbosa de Melo, 84 - 94",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
234916,"84,00 m2","Rua João Cachoeira, 892 - 142",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
138581,"70,00 m2","Avenida Nove de Julho, 2976 - 81",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
316481,"98,00 m2","Rua Morais de Barros, 999 - 13",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
6197019,"72,00 m2","Avenida Epitácio Pessoa, 2566 - 608",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
3044130,"100,00 m2","Rua Fernando Osório, 18 - 202",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
530543,"119,00 m2",Rua Dos Caetés 880 - 21,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
2366855,"71,00 m2",Avenida Epitácio Pessoa 2566 - 601,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
2077779,"110,00 m2",Rua Pinheiro Machado 181 - 103,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
269122,"35,00 m2","Rua Monte Aprazível, 109 - 14",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
279995,"52,00 m2","Rua Inhambu, 1325 - 103",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
2874735,"66,00 m2",Avenida Fagundes Filho 1097 - 41B,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
527941,"42,00 m2","Rua Cajaíba, 31 - 52",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
942848,"73,00 m2","Rua Maratona, 339 - 12",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
269125,"30,00 m2","Rua Monte Aprazível, 109 - 18",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
269123,"35,00 m2","Rua Monte Aprazível, 109 - 16",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
924319,"70,00 m2","Rua Doutor Jesuíno Maciel, 1616 - 11",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
5851493,"35,00 m2","Rua Caramuru, 1164 - 116 - Morini",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
198964,"67,00 m2","Rua Minas Gerais, 428 - 95",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
551314,"40,00 m2","Rua Albuquerque Lins, 579 - 93",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
728939,"61,00 m2",Alameda dos Guaiós 479,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
1567950,"34,00 m2","Praia Botafogo, 406 - 207",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
226620,"31,00 m2","Rua Maestro Elias Lobo, 1031 - 23",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
576329,"47,00 m2","Rua Clélia, 683 - 306",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
480667,"64,00 m2",Rua Major Diogo 633 - 61,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
664793,"39,00 m2","Rua Doutor Dolzani, 208 - 73",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
278659,"28,00 m2","Avenida Sabiá, 825 - 1803",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
918476,"51,00 m2","Avenida Portugal, 1278 - 2403",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
303469,"62,00 m2","Rua Guararapes, 228 - 22 - Claudia",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
267920,"47,00 m2","Rua Jacques Félix, 709 - 74",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
903050,"72,00 m2","Rua João Moura, 1391 - 52",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
2127122,"101,00 m2","Rua Voluntários da Pátria, 389 - 301",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
301757,"52,00 m2","Avenida Padre Antônio José dos Santos, 78 - 27",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
6196957,"71,00 m2","Rua Guarará, 100 - 13",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
3179915,"44,00 m2","Rua Domingos Ferreira, 187 - 210",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
574416,"76,00 m2",Rua Minerva 336 - 121,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
495825,"38,00 m2","Rua Almirante Marques Leão, 267 - 0031",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
3404405,"31,00 m2","Rua Doutor Melo Alves, 268 - 908",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
733652,"73,00 m2","Rua Quinze de Setembro, 138 - 11",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
305821,"65,00 m2","Avenida Padre Antônio José dos Santos, 475 - 14",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
950669,"90,00 m2",Rua Ribeiroles 274,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
592985,"93,00 m2","Rua João Anes, 99 - 61",1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
969537,"101,00 m2",Avenida Imperatriz Leopoldina 1845 - 62,1,"0,00%","0,00%","0,00%",LFTT11,2023,,,,,,
155606,"67,57 m2","Avenida Nove de Julho,3183",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
158632,"72,00 m2","Alameda Campinas,1521",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1572617,"42,00 m2","Rua Siqueira Campos,257",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1567950,"34,00 m2","Praia de Botafogo,406",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1565792,"126,00 m2",Rua Barata Ribeiro 532-702,1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1563792,"31,00 m2","Rua Belfort Roxo, 231",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1563034,"111,00 m2","Rua Visconde de Pirajá,287",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
156003,"47,00 m2","Rua Ouro Branco,161",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
155719,"49,00 m2","Avenida Nove de Julho,3239",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1586416,"65,00 m2","Rua Maestro Francisco Braga,181",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
155576,"67,57 m2","Avenida Nove de Julho,3183",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
155524,"135,00 m2","Alameda Lorena,706-32",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1552163,"136,00 m2","Rua Almirante Saddock de Sá, 254",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
154721,"175,00 m2","Alameda Casa Branca,749",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1541230,"40,00 m2","Avenida Prado Júnior, 150",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1539456,"134,00 m2","Rua Fonte da Saudade,111",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1538003,"85,00 m2",Rua General Dionísio 33,1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1537394,"80,00 m2","Rua Dona Mariana,131",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
160926,"135,00 m2","Rua Caconde,50-84",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
*639184,"62,00 m2","Rua Bueno de Andrade,706-111",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
165832,"94,36 m2","Rua José Maria Lisboa,312",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1652347,"93,00 m2",Rua Viúva Lacerda 249,1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1650045,"79,00 m2","Rua Ministro Armando de Alençar, 16",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1636364,"74,00 m2","Rua Inhangá,15",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1633646,"146,00 m2",Rua Artur Araripe 1,1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1613943,"28,00 m2","Rua Senador Vergueiro,203",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1611001,"108,00 m2",Rua Barata Ribeiro 687,1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
153326,"130,00 m2","Rua José Maria Lisboa,1003",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1609091,"45,00 m2","Rua São Clemente,172",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1607014,"94,00 m2","Rua Barata Ribeiro, 596",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1603160,"50,00 m2","Rua Conrado Niemeyer,28",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1602227,"105,00 m2","Rua Barata Ribeiro,723",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
159945,"71,13 m2","Rua Guarará,100",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
159424,"110,00 m2","Rua Capitão Pinto Ferreira,62",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1589178,"119,00 m2",Rua Barata Ribeiro 280,1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
158897,"97,00 m2","Alameda Lorena, 289",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
138387,"150,00 m2","Alameda Fernão Cardim,98",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
140741,"109,00 m2","Rua Saint Hilaire, 90",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
140648,"114,00 m2","Alameda Sarutaiá,103",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
140193,"126,00 m2","Alameda Sarutaiá,96",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
140079,"83,00 m2","Alameda Sarutaiá,160",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
138678,"189,00 m2","Rua José Maria Lisboa,852",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
138591,"117,32 m2","Avenida Nove de Julho,2976",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
138581,"70,00 m2","Avenida Nove de Julho,2976",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
138391,"120,00 m2","Alameda Fernão Cardim,98",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
140954,"61,89 m2","Avenida Brigadeiro Luís Antônio, 2808",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1372465,"74,00 m2","Rua Arizona,701",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
136934,"89,77 m2","Rua Pamplona, 1112",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
136535,"109,38 m2","Alameda Franca,386",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
134861,"88,00 m2","Alameda Itu,136",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
134837,"159,00 m2","Alameda Jaú,585",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
134211,"155,00 m2","Alameda Casa Branca,327",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1223394,"122,00 m2","Rua Caramuru,1125-22",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
590333,"116,10 m2",Rua Tito 450 -133,1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1453666,"69,00 m2","Avenida Raimundo Pereira de Magalhães,909",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1532019,"140,00 m2",Avenida Nossa Senhora de Copacabana 1039 Ap. 602,1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
147430,"143,00 m2","Rua Oscar Freire,1221",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
147414,"141,00 m2","Rua Oscar Freire,1221-21",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
146775,"125,86 m2","Rua Doutor Melo Alves, 204",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
146328,"80,63 m2","Rua Bela Cintra,1744",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
146005,"112,39 m2","Alameda Franca, 1581",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1456648,"104,00 m2","Rua Alvorada,859",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1454735,"280,00 m2","Rua Senador César Lacerda Vergueiro,418",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
520838,"71,49 m2",Rua Doutor Augusto de Miranda 1251 -11,1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
144203,"94,39 m2","Rua Bela Cintra,1604",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1439720,"42,60 m2","Rua Coronel Diogo, 1200",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1439530,"74,00 m2","Rua Nilo,170-45",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
142249,"134,80 m2","Alameda Santos,2081-112",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
141621,"134,00 m2","Rua Bela Cintra,1332",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
141609,"134,00 m2","Rua Bela Cintra,1332",1,"0,00%","0,00%","0,00%",LFTT11,2022,,,,,,
1633646,"146,00 m2","Rua Artur Araripe 1, 102",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1681593,"77,00 m2","Rua Baronesa de Poconé 152, 306",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1671064,"82,00 m2","Avenida Visconde de Albuquerque 1080, 204",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1663715,"115,00 m2","Avenida Lineu de Paula Machado 76, 102",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1661782,"76,00 m2","Rua Cândido Mendes 279, 104",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1652347,"93,00 m2","Rua Viuva Lacerda 249, 107",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1650045,"79,00 m2","Rua Ministro Armando de Alencar 16, 203",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1643945,"73,00 m2","Rua Tonelero 153, 809",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1641679,"68,00 m2","Rua Barata Ribeiro 681, 804",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
168753,"40,55 m2","Rua Batataes 308, 14",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1630522,"116,00 m2","Rua Barata Ribeiro 35, 1102",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1610954,"88,00 m2","Rua Pinheiro Machado 89, 403",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
161030,"96,49 m2","Rua Caconde 96, 111",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
160867,"314,00 m2","Alameda Joaquim Eugênio de Lima 1751, 11",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1607014,"94,00 m2","Rua Barata Ribeiro 596, 801",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1605081,"120,00 m2","Rua General Venâncio Flores 564, 303",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1602227,"105,00 m2","Rua Barata Ribeiro 723, 201",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
159436,"97,16 m2","Rua Cap. Pinto Ferreira 62, 53",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
204403,"141,51 m2","Avenida Rebouças 1164, 43",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
*912288,"57,21 m2","Rua Fernão Dias 323, 46",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
209963,"107,27 m2","Rua Cristiano Viana 243, 52",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
209027,"75,46 m2","Rua Lisboa 488, 83",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
209008,"75,46 m2","Rua Lisboa 488, 34",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
2085026,"119,00 m2","Rua Professor Gastão Bahiana 615, 803",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
2077779,"110,00 m2","Rua Pinheiro Machado 181, 103",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
2073247,"106,00 m2","Rua Barata Ribeiro 83, 1201",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
207119,"69,42 m2","Rua Cristiano Viana 671, 103",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
159376,"105,00 m2","Rua José Maria Lisboa 177, 33",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
202908,"70,80 m2","Rua Alves Guimarães 960, 54",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
198449,"285,50 m2","Rua Sergipe 634, 12",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
196424,"202,20 m2","Rua Piauí 1149, 31",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
195654,"147,20 m2","Rua Piauí 1246, 51",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
190768,"68,61 m2","Rua Alagoas 337, 51",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
187768,"237,55 m2","Rua Maranhão 181, 41",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
181989,"45,06 m2","Rua Dona Veridiana 524, 45",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
179468,"100,37 m2","Rua Martinico Prado 242, 42",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1439720,"42,68 m2","Rua Coronel Diogo 1200, 55",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1522097,"82,00 m2","Rua Humberto de Campos 436, 1002",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
151112,"86,00 m2","Rua Padre João Manuel 829, 62",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
146775,"126,00 m2","Rua Doutor Melo Alves 204, 42",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
146328,"81,00 m2","Rua Bela Cintra 1744, 22",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
146038,"112,39 m2","Alameda Franca 1581, 102",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
146005,"112,00 m2","Alameda Franca 1581, 14",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1453645,"69,26 m2","Avenida Raimundo Pereira de Magalhães 909, 11B",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
144203,"94,00 m2","Rua Bela Cintra 1604, 62",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1522891,"82,00 m2","Rua Gilberto Cardoso 280 , 304",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
141280,"33,81 m2","Rua José Maria Lisboa 20, 1007",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1404971,"46,33 m2","Rua Guaipá 758, 134",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1376530,"93,16 m2","Rua Apinajés 352, 14B",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
137350,"74,54 m2","Alameda Itu 167, 33",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
136934,"90,00 m2","Rua Pamplona 1112, 43",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
135446,"184,66 m2","Alameda Joaquim Eugênio de Lima 834, 21",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
133555,"117,60 m2","Alameda Santos 1325, 103",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
590333,"116,10 m2",Rua Tito 450 -133,1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1552163,"136,00 m2","Rua Almirante Saddock de Sá 254, 202",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1589178,"119,00 m2","Rua Barata Ribeiro 280, 802",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
158917,"93,36 m2","Alameda Lorena 289, 142",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1586730,"117,00 m2","Rua Santa Clara 36, 402",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
158044,"89,06 m2","Alameda Campinas 1101, 71",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
157645,"157,54 m2","Alameda Lorena 461, 91",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1572092,"83,00 m2","Rua da Matriz 108, 203",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
155919,"103,00 m2","Rua Ouro Branco 101, 33",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1552171,"153,00 m2","Rua Timóteo da Costa 1033, 301B",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
520838,"71,49 m2",Rua Doutor Augusto de Miranda 1251 -11,1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1551913,"108,00 m2","Rua José Linhares 215, 201",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1541230,"45,00 m2","Avenida Prado Júnior 150, 803",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1540251,"94,00 m2","Rua Sacopã 109 , 107",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1538752,"146,00 m2","Rua Artur Araripe 1, 602",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1538003,"85,00 m2","Rua General Dionísio 33, 202",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
1532019,"140,00 m2","Avenida Nossa Senhora de Copacabana 1039, 602",1,"0,00%","0,00%","0,00%",LFTT11,2021,,,,,,
-INH 737 21,"168,52 m2",Rua Inhambu 737 - 21,1,"0,00%","0,00%","45,80%",LFTT11,2020,,,,,,
BH 353 82,"63,86 m2",Rua Barbara Heliodora 353 - 82,1,"0,00%","0,00%","0,00%",LFTT11,2020,,,,,,
BIB 129 101,"142,52 m2",Rua Bianchi Bertoldi 129 - 101,1,"0,00%","0,00%","0,00%",LFTT11,2020,,,,,,
BH 353 81,"63,85 m2",Rua Bárbara Heliodora 353 - 81,1,"0,00%","0,00%","0,00%",LFTT11,2020,,,,,,
BH 321 83,"82,16 m2",Rua Barbara Heliodora 321 - 83,1,"0,00%","0,00%","0,00%",LFTT11,2020,,,,,,
BENJC 90 40,"78,00 m2",Rua Benjamin Constant 90 - 401,1,"0,00%","0,00%","0,00%",LFTT11,2020,,,,,,
BCO 11 303,"95,00 m2",Rua Batista da Costa 11 - 303,1,"0,00%","0,00%","0,00%",LFTT11,2020,,,,,,
BC 127 62,"132,80 m2",Rua Bela Cintra 127 - 62,1,"0,00%","0,00%","0,00%",LFTT11,2020,,,,,,
BBO 102 4,"239,71 m2",Rua Barão de Bocaína 102 - 4,1,"0,00%","0,00%","0,00%",LFTT11,2020,,,,,,
