Ticker,Title,Endereço,Bairro,Cidade,Área Bruta Locável
BBRC11,Ag. Estilo Brasil,Avenida Brasil,Jardim Paulista,São Paulo - SP,"623,55 m2"
BBRC11,Ag. Av. Santo Amaro,Avenida Santo Amaro,Moema,São Paulo - SP,"1.185,27 m2"
BBRC11,Ag. Estilo Joaquim Floriano,R. Joaquim Floriano,,R. Joaquim Floriano - SP,"683,97 m2"
BBRC11,Ag. Estilo Berrini,Avenida Engenheiro Luís Carlos Berrini,Itaim Bibi,São Paulo - SP,"787,53 m2"
BBRC11,Ag. Raposo,Av. Eng. Heitor Antônio Eiras Garcia,,Av. Eng. Heitor Antônio Eiras Garcia - SP,"879,88 m2"
BBRC11,Ag. Imperatriz Leopoldina,R. Guaipá,,R. Guaipá - SP,"1.003,04 m2"
BCFF11,CONDOMINIO WT MORUMBI,Avenida das Nações Unidas,Santo Amaro,São Paulo - SP,"21.343,53 m2"
BETW11,Condominio E-Tower Sao Paulo,Rua Funchal,Vila Olímpia,São Paulo - SP,"8.994,00 m2"
BIME11,BIME Av. Indianópolis,Av. Indianópolis,,Av. Indianópolis - 68,"1.453,38 m2"
BIME11,BIME São Paulo,Alameda dos Maracatins,Moema,São Paulo - SP,"1.310,00 m2"
BIME11,BIME São Paulo,Avenida Indianópolis,Moema,São Paulo - SP,"1.774,60 m2"
BIPD11,FONSECA RODRIGUES- 50.218 - 10º RI,Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo - SP,"3.785,00 m2"
BLCA11,BLCA - Edificio Patio Victor Malzoni,Avenida Brigadeiro Faria Lima,Itaim Bibi,São Paulo - SP,"9.475,74 m2"
BLCP11,"CityGate Extrema - G1, G2 e G3",Avenida Brasil,Extrema,Extrema - MG,"38.000,00 m2"
BLCP11,Galpão CityGate Cabreúva - G1 e G2,Rodovia Dom Gabriel Paulino Bueno Couto,,Cabreúva - SP,"31.000,00 m2"
BLMG11,JANDIRA GLP,Estrada de Jandira,,Barueri - SP,"306.107,54 m2"
BLMG11,CABREUVA,Rodovia Prefeito João Zachi,,Cabreúva - SP,"430.304,00 m2"
BLMO11,Torre Oeste,Avenida das Nações Unidas,,São Paulo - SP,"6.114,00 m2"
BMII11,Ed Brasílio Machado,Avenida Doutor Cardoso de Melo,Itaim Bibi,São Paulo - SP,"10.585,06 m2"
BMLC11,Edificio Torre Rio Sul,Rua Lauro Müller,Botafogo,Rio de Janeiro - RJ,"5.859,52 m2"
BNFS11,Cruz Alta,Av. Venancio Aires,,Av. Venancio Aires - RS,"1.069,66 m2"
BNFS11,Santa Rosa,Av. Flores da Cunha,,Av. Flores da Cunha - RS,"503,67 m2"
BNFS11,Sapiranga,Av. 20 de Setembro,,Av. 20 de Setembro - RS,"922,02 m2"
BNFS11,Camboim,Av. Joao Pereira de Vargas,,Av. Joao Pereira de Vargas - RS,"418,83 m2"
BNFS11,Quarai,Rua Baltazar Brum,,Rua Baltazar Brum - RS,"475,70 m2"
BNFS11,Sao Gabriel,Av. Julio de Castillhos,,Av. Julio de Castillhos - RS,"465,43 m2"
BNFS11,Vila Ipiranga,Av do Forte,,Av do Forte - RS,"495,20 m2"
BNFS11,Cassino,Av. Atlantica,,Av. Atlantica - RS,"403,45 m2"
BNFS11,Arroio do Sal,Av. Assis Brasil,,Av. Assis Brasil - RS,"421,54 m2"
BNFS11,Padre Claret,Av. Padre Claret  1104 - Esteio-RS,,Av. Padre Claret  1104 - Esteio-RS - RS,"475,70 m2"
BNFS11,Taquari,Rua Osvaldo Aranha,,Rua Osvaldo Aranha - RS,"770,82 m2"
BNFS11,Vacaria,Rua Moreira Paz 591 - Vacaria-RS,,Rua Moreira Paz 591 - Vacaria-RS - RS,"916,54 m2"
BNFS11,General Camara,Rua Jose Do Patrocinio,,Rua Jose Do Patrocinio - RS,"373,20 m2"
BNFS11,Campina,Rua Henrique Bier,,Rua Henrique Bier - RS,"477,94 m2"
BNFS11,Scharlau,Av. Tomaz Edison,,Av. Tomaz Edison - RS,"533,70 m2"
BNFS11,Tancredo Neves,Rua Maranhao 280 - Santa Maria-RS,,Rua Maranhao 280 - Santa Maria-RS - RS,"498,30 m2"
BNFS11,Belem Novo,Av. Cecilio Monza,,Av. Cecilio Monza - RS,"558,70 m2"
BNFS11,Parobe,Rua Odorico Mosmann,,Rua Odorico Mosmann - RS,"513,03 m2"
BPLC11,"CONDOMINIO LED CORPORATE (70,81% da área de 56.085,85m2)",RUA ROBERT BOSCH,,RUA ROBERT BOSCH - SP.,"39.714,39 m2"
BPML11,Capim Dourado,Q. 107,,Q. 107 - 098,"36,58 m2"
BPML11,Londrina Norte Shopping,Rua América Deolindo Garla,,Rua América Deolindo Garla - PR,"32,99 m2"
BPML11,Shopping Contagem,Av. Severino Ballesteros,,Av. Severino Ballesteros - MG,"29,70 m2"
BPML11,Ilha Plaza Shopping,Av. Maestro Paulo e Silva,,Av. Maestro Paulo e Silva - RJ,"14,17 m2"
BPRP11,Galpao Aurora,Avenida PL do Brasil,Arujá,Arujá - SP,"23.066,61 m2"
BRCO11,GPA CD04 São Paulo,Estrada Turística do Jaraguá,,Estrada Turística do Jaraguá - SP,"35.510,40 m2"
BRCO11,Bresco Contagem,Avenida Wilson Tavares Ribeiro,,Avenida Wilson Tavares Ribeiro - MG,"72.941,44 m2"
BRCO11,Bresco Canoas,Avenida Tabai-Canoas (BR 386),,Avenida Tabai-Canoas (BR 386) - RS,"33.295,87 m2"
BRCO11,Bresco Itupeva,Rodovia Dom Gabriel Paulino Bueno Couto,,Rodovia Dom Gabriel Paulino Bueno Couto - SP,"38.964,93 m2"
BRCO11,HUB Natura Itupeva,Rodovia Dom Gabriel Paulino Bueno Couto nº 1936 - Itupeva - SP,,Rodovia Dom Gabriel Paulino Bueno Couto nº 1936 - Itupeva - SP - SP,"34.844,95 m2"
BRCO11,Bresco Bahia,Rod. BA-535. km 23,,Rod. BA-535. km 23 - BA,"58.714,90 m2"
BRCO11,Bresco Resende,Avenida D com acesso a Rodovia Presidente Dutra,,Avenida D com acesso a Rodovia Presidente Dutra - RJ,"25.487,73 m2"
BRCO11,Bresco Embu,Avenida Hélio Ossamu Daikuara,,Embu das Artes - SP,"18.081,75 m2"
BRCO11,BRF Londrina,Rua Eugênia Safra do Rosario,Cidade Industrial I,Londrina - PR,"23.173,00 m2"
BRCO11,Whirlpool São Paulo,Rua Olympia Semeraro,Sacomã,São Paulo - SP,"50.952,46 m2"
BRCO11,Bresco Henry Ford,Avenida Henry Ford,Presidente Altino,Osasco - SP,"29.637,31 m2"
BRCO11,Bresco Murici,Alameda Murici,Vivendas do Arvoredo,Londrina - PR,"50.291,37 m2"
BRCR11,Condomínio Parque da Cidade - Torre Sucupira,Avenida Das Nacoes Unidas,,Avenida Das Nacoes Unidas - 000,"7.534,00 m2"
BRCR11,Edificio Eldorado,Avenida Das Nações Unidas 8501,,Avenida Das Nações Unidas 8501 - 070,"22.246,00 m2"
BRCR11,Montreal,Avenida Das Americas,,Avenida Das Americas - 102,"6.439,00 m2"
BRCR11,Morumbi Corporate - Diamond Tower,Avenida Doutor Chucri Zaidan,,Avenida Doutor Chucri Zaidan - 130,"36.918,00 m2"
BRCR11,Centro Empresarial Senado,Avenida Henrique Valadares,,Avenida Henrique Valadares - 231,"19.035,00 m2"
BRCR11,CEO Corporate Executive Offices,Avenida Escritor João Cabral de Melo Neto,Barra da Tijuca,Rio de Janeiro - RJ,"4.782,00 m2"
BREV11,Edifício Lafayette,Rua Tabapuã,Itaim Bibi,São Paulo - SP,"151,20 m2"
BREV11,Edifício Millennium,Avenida Brigadeiro Faria Lima,Itaim Bibi,São Paulo - SP,"181,17 m2"
BREV11,Edifício Plaza I,Rua James Joule,Itaim Bibi,São Paulo - SP,"306,25 m2"
BREV11,Edifício Parque Paulista,Alameda Santos,Jardim Paulista,São Paulo - SP,"575,60 m2"
BREV11,Edifício JF 100,Rua Joaquim Floriano,Itaim Bibi,São Paulo - SP,"489,06 m2"
BREV11,Edifício Atrium IV,Rua Helena,Itaim Bibi,São Paulo - SP,"198,14 m2"
BREV11,Edifício Atrium Jardins,Rua Cristiano Viana,Jardim Paulista,São Paulo - SP,"989,13 m2"
BREV11,Edifício Atrium VIII,Rua Fidêncio Ramos,Itaim Bibi,São Paulo - SP,"582,92 m2"
BREV11,Edifício San Paolo,Avenida Brigadeiro Faria Lima,Pinheiros,São Paulo - SP,"398,64 m2"
BREV11,Edifício Bueno Business Tower,Avenida Doutor Cardoso de Melo,Itaim Bibi,São Paulo - SP,"606,65 m2"
BREV11,Edificio Mykonos,Rua Gomes de Carvalho,Itaim Bibi,São Paulo - SP,"572,07 m2"
BREV11,Edificio Spazio Centrale,Alameda Itu,Jardim Paulista,São Paulo - SP,"276,60 m2"
BREV11,Edifício Result Corporate Plaza,Rua Joaquim Floriano,Itaim Bibi,São Paulo - SP,"241,06 m2"
BRIM11,BRIM São Paulo,Rua Senador João Lira,Pacaembu,São Paulo - SP,"839,00 m2"
BRIP11,BRIP Rua Martins - São Paulo - SP,Rua Martins - São Paulo - SP,,Rua Martins - São Paulo - SP - São Paulo,"418,50 m2"
BRIP11,BRIP Rua Ministro Ferreira Alves – Pompéia São Paulo - SP,Rua Ministro Ferreira Alves – Pompéia São Paulo - SP,,Rua Ministro Ferreira Alves – Pompéia São Paulo - SP - SP,"1.294,00 m2"
BRIP11,BRIP Av. Indianópolis,Av. Indianópolis,,Av. Indianópolis - BRIO MULTI,"1.453,38 m2"
BRIP11,BRIP Magnolias - 242.490,Magnolias - 242.490,,Magnolias - 242.490 - 242.490,"7.567,00 m2"
BRIP11,BRIP 42 e Rua acucaim,Av. Santo Amaro,,42 e Rua acucaim - 31 / 43,"1.725,48 m2"
BRIP11,BRIP São Paulo,Rua Brasília,Itaim Bibi,São Paulo - SP,"650,00 m2"
BRIP11,BRIP São Paulo,Avenida Jamaris,Moema,São Paulo - SP,"1.310,00 m2"
BRIP11,BRIP São Paulo,Rua Dom Manuel,Campo Belo,São Paulo - SP,"1.837,06 m2"
BRIP11,BRIP São Paulo,Rua Alves Guimarães,Pinheiros,São Paulo - SP,"1.220,20 m2"
BRIP11,BRIP São Paulo,Rua Padre Chico,Vila Pompéia,São Paulo - SP,"1.554,13 m2"
BRIX11,BRIX Rua Bulhões de Carvalho,Rua Bulhões de Carvalho,,Rua Bulhões de Carvalho - Copacabana,"146,00 m2"
BRIX11,BRIX Rio de Janeiro,Rua Alberto de Campos,Ipanema,Rio de Janeiro - RJ,"160,00 m2"
BRIX11,BRIX Rio de Janeiro,Rua Paul Redfern,Ipanema,Rio de Janeiro - RJ,"96,00 m2"
BRIX11,BRIX Rio de Janeiro,Rua Aníbal de Mendonça,Ipanema,Rio de Janeiro - RJ,"86,50 m2"
BRIX11,BRIX Rio de Janeiro,Rua Prudente de Morais,Ipanema,Rio de Janeiro - RJ,"500,00 m2"
BRIX11,BRIX Rio de Janeiro,Rua Paul Redfern,Ipanema,Rio de Janeiro - RJ,"224,00 m2"
BRIX11,BRIX Rio de Janeiro,Rua Visconde de Ouro Preto,Botafogo,Rio de Janeiro - RJ,"928,86 m2"
BRIX11,PURO,Rua Professor Saldanha,Jardim Botânico,Rio de Janeiro - RJ,"776,88 m2"
BRIX11,EDIFÍCIO B.LAR,Rua Presidente Carlos de Campos,Laranjeiras,Rio de Janeiro - RJ,"2.520,66 m2"
BRIX11,LEVER,Rua Alberto de Campos,Ipanema,Rio de Janeiro - RJ,"691,46 m2"
BRLA11,CD Seara Ribeirao das Neves - R2MN,Rua Alexandre Barreto Cavalcante,,Rua Alexandre Barreto Cavalcante - 105,"36.250,63 m2"
BRLA11,Imovel - Lucas Rio Verde,Setor 2,,Setor 2 - 000,"10.000,00 m2"
BRLA11,Imovel Viana,Estrada Ladeira Grande,Parque Industrial,Viana - ES,"17.608,00 m2"
BRLA11,Imovel Vitoria da Conquista,Avenida do Contorno,Primavera,Vitória da Conquista - BA,"20.000,00 m2"
BRLA11,Imovel Conde - Paraiba,BR-101,,Conde - PB,"12.847,30 m2"
BRLA11,Imovel - Cuiaba,Rodovia dos Imigrantes,Distrito Industrial,Cuiabá - MT,"21.870,36 m2"
BRLA11,Imovel Querencia,Rua A-4,Querência,Querência - MT,"5.716,70 m2"
BRLA11,Imovel Itajai - SC,Rua José Domingos Machado,Cidade Nova,Itajaí - SC,"210.609,28 m2"
BROF11,Edificio Passeio Corporate,Rua do Passeio,Centro,Rio de Janeiro - RJ,"82.859,00 m2"
BROF11,CVRD Aguas Claras – Bloco IV,Avenida de Ligação,Nova Lima,Nova Lima - MG,"8.932,00 m2"
BRSE11,BR7 SENADO,Avenida Henrique Valadares,Lapa,Rio de Janeiro - RJ,"206.237,56 m2"
BTAL11,Terminal Intermodal de Transbordo - Coruripe,Rua Frutal,Iturama,Iturama - MG,"153.876,39 m2"
BTAL11,Terminal Portuário do Espírito Santo - TPES,Rua Rio Verde,Paul,Vila Velha - ES,"4.436,44 m2"
BTAL11,Imovel Toledo - IRIEDI,BR-163,Jardim Europa/América,Toledo - PR,"12.861,92 m2"
BTAL11,Imovel Ibema - IRIEDI,Br 277,,Br 277 - 000,"4.897,48 m2"
BTAL11,Imóvel Pérola - IRIEDI,Rua Pérola,,Maripá - PR,"7.126,93 m2"
BTAL11,Imóvel Salete - IRIEDI,Rua Vital Brasil,Palotina,Palotina - PR,"6.996,44 m2"
BTAL11,Armazem Graneleiro - FS BIO,BR-242,,Nova Ubiratã - MT,"25.000,00 m2"
BTAL11,Itumbiara - COMFRIO,Avenida Pres. Tancredo de Almeida Neves,Itumbiara,Itumbiara - GO,"19.977,10 m2"
BTAL11,Imóvel Cascavél - IRIEDI,Estrada da Pedreira,Quatorze de Novembro,Cascavel - PR,"9.380,09 m2"
BTHI11,Ibis Canoas Shopping,Rua Mathias Velho,Centro,Canoas - RS,"20.724,00 m2"
BTHI11,Ibis Londrina,Avenida Martiniano do Valle Filho,Fraternidade,Londrina - PR,"41.448,00 m2"
BTHI11,Ibis Styles Porto Alegre Centro,Rua Garibaldi,Floresta,Porto Alegre - RS,"59.055,00 m2"
BTHI11,Pullman São Paulo Ibirapuera,Rua Joinville,Moema,São Paulo - SP,"97.140,00 m2"
BTHI11,Novotel Curitiba Batel,Rua Doutor Pedrosa,Centro,Curitiba - PR,"1.861,92 m2"
BTHI11,Ibis Budget Foz do Iguaçu,Avenida República Argentina,Vila Maracanã,Foz do Iguaçu - PR,"19.880,00 m2"
BTHI11,Novotel Porto Alegre Airport,Avenida Severo Dullius,Anchieta,Porto Alegre - RS,"36.694,00 m2"
BTHI11,Ibis Chapecó,Avenida São Pedro,Jardins,Chapecó - SC,"52.948,00 m2"
BTHI11,Ibis Budget Curitiba Aeroporto,Avenida Rocha Pombo,Águas Belas,São José dos Pinhais - PR,"15.554,00 m2"
BTHI11,Ibis São Paulo Barra Funda,Rua Eduardo Viana,Barra Funda,São Paulo - SP,"56.200,00 m2"
BTHI11,Ibis Budget Blumenau,Rua Paulo Zimmermann,Centro,Blumenau - SC,"39.564,00 m2"
BTHI11,Ibis Budget Curitiba Centro,Rua Mariano Torres,Centro,Curitiba - PR,"15.510,00 m2"
BTLG11,BLTG - Ribeirão Preto | SP,Rodovia Anhanguera,,Ribeirão Preto - SP,"57.143,00 m2"
BTLG11,BTLG - Cabreuva | SP,Rodovia  Dom Gabriel Paulino Bueno Couto,,Cabreúva - SP,"20.000,00 m2"
BTLG11,BTLG - Hortolândia | SP,Rua Pérola,Jardim Santa Esmeralda,Hortolândia - SP,"36.024,00 m2"
BTLG11,BTLG - Feira de Santana | BA,Humildes,Humildes,Feira de Santana - BA,"11.295,00 m2"
BTLG11,BTLG São Bernardo do Campo,Avenida do Taboão,Taboão,São Bernardo do Campo - SP,"1.064.106,32 m2"
BTLG11,BTLG - Santa Luzia | MG,Avenida Beirario,Distrito Industrial,Governador Valadares - MG,"16.120,50 m2"
BTLG11,BTLG - Santana de Parnaíba | SP,Avenida Charles Goodyear,Cururuquara,Santana de Parnaíba - SP,"18.940,00 m2"
BTLG11,BTLG - Maua | SP,Avenida Alberto Soares Sampaio,Mauá,Mauá - SP,"88.774,00 m2"
BTLG11,BTLG - Jundiai | SP,Rua Francisco Roveri,Novo Horizonte,Jundiaí - SP,"100.028,00 m2"
BTLG11,BTLG - Faria Lima| SP,Avenida Brigadeiro Faria Lima,Pinheiros,São Paulo - SP,"1.499,00 m2"
BTLG11,BTLG Campinas - Dom Pedro | SP,Estrada Municipal Jose Sedano,Nova Aparecida,Campinas - SP,"99.592,00 m2"
BTLG11,BTLG - Navegantes | SC,BR-470,De Machados,Navegantes - SC,"9.749,00 m2"
BTLG11,BTLG - Embu | SP,Estrada Ferreira Guedes,,Itapecerica da Serra - SP,"30.592,23 m2"
BTLG11,BTLG - Guarulhos | SP,Rua Dona Catharina Maria de Jesus,Bonsucesso,Guarulhos - SP,"20.247,60 m2"
BTLG11,BTLG - Campinas | SP,Rua Ronald Cladstone Negri,Pólo de Alta Tecnologia de Campinas,Campinas - SP,"1.999,00 m2"
BTLG11,BTLG - Cajamar III,Avenida Doutor Antônio João Abdalla,Cajamar,Cajamar - SP,"78.639,00 m2"
BTLG11,BTLG - Cotia,Estrada do Capuava,Paisagem Renoir,Cotia - SP,"7.538,00 m2"
BTLG11,BTLG -  Aracatuba,Rodovia Marechal Rondon,,Araçatuba - SP,"26.783,00 m2"
BTLG11,BTLG - Camacari,Avenida Sul,Dom Avelar,Camaçari - BA,"4.415,00 m2"
BTLG11,BTLG - Fortaleza,BR-116,,Itaitinga - CE,"23.274,00 m2"
BTLG11,BTLG Cajamar I,Avenida Doutor Antônio João Abdalla,Cajamar,Cajamar - SP,"57.153,00 m2"
BTLG11,BTLG - Extrema,Avenida Brasil,Extrema,Extrema - MG,"38.000,00 m2"
BTML11,Rio 2 Shopping,Rua Bruno Giorgi,Jacarepaguá,Rio de Janeiro - RJ,"2.745,00 m2"
BTML11,Península Open Mall,Avenida dos Flamboyants,Barra da Tijuca,Rio de Janeiro - RJ,"2.699,00 m2"
BTSG11,Fábrica Pouso Alegre,Avenida dos Alecrins,,Minas Gerais - Brasil,"18.713,63 m2"
BTSI11,Condomínio Logístico Cariacica 01,Rua Rio Grande do Sul,Boa Sorte,Cariacica - ES,"83.751,29 m2"
BTSI11,Condomínio Logístico Cravinhos 01,Avenida Roberto Gusmão,Distrito Industrial,Campinas - SP,"25.818,28 m2"
BTSI11,Condomínio Logístico Itapeva 01,Estrada das Areias,,Itapeva - MG,"87.165,00 m2"
BTSI11,BTSI Sumaré,Rodovia Adauto Campo Dall'Orto,Matão,Sumaré - SP,"152.475,99 m2"
BTWR11,Brookfield Towers,Avenida Deputado Jamel Cecílio Quadra B27,Jardim Goiás,Goiânia - GO,"19.746,95 m2"
BVAR11,Loja 23,Avenida Adolfo Pinheiro,Santo Amaro,São Paulo - SP,"3.264,00 m2"
BVAR11,Loja 45,Rua do Comércio,Sangalhos,Anadia - Centro,"953,00 m2"
BVAR11,Loja 49,Rua Conselheiro João Alfredo,Nasser,Campo Grande - MS,"3.685,00 m2"
BVAR11,Loja 61,Avenida Treze de Maio,Centro,Rio de Janeiro - RJ,"4.198,00 m2"
BVAR11,Loja 50,Rua James Holland,Barra Funda,São Paulo - SP,"7.500,00 m2"
BVAR11,Loja 52,Avenida Portugal,Centro,Porto Seguro - BA,"1.099,00 m2"
BVAR11,Loja 68,Rua Duque de Caxias,Santo Antonio,Recife - PE,"1.280,00 m2"
BVAR11,Loja 47,Rua Rio Grande do Sul,Centro,São Caetano do Sul - SP,"888,00 m2"
BVAR11,Loja 32,Rua Sete de Setembro,Boa Vista,Recife - PE,"2.202,00 m2"
BVAR11,Loja 6,Rua Imperatriz Tereza Cristina,Boa Vista,Recife - PE,"1.241,00 m2"
BVAR11,Loja 16,Rua Teodoro Sampaio,Pinheiros,São Paulo - SP,"946,00 m2"
BVAR11,Loja 37,Rua Serra Dourada,São Miguel Paulista,São Paulo - SP,"930,00 m2"
BVAR11,Loja 55,Rua Antônio João,Centro Norte,Cuiabá - MT,"27,00 m2"
BVAR11,Loja 44,Rua Voluntários da Pátria,Centro,Feira de Santana - BA,"1.600,00 m2"
BVAR11,Loja 54,Rua Imperatriz Tereza Cristina,,Rua Imperatriz Tereza Cristina - SP,"5.206,00 m2"
BVAR11,Loja 30,Rua dos Carijós,Centro,Belo Horizonte - MG,"2.002,00 m2"
BVAR11,Loja 10,Rua Maciel Pinheiro,,Rua Maciel Pinheiro - SP,"1.220,00 m2"
BVAR11,Loja 22,Rua Candido Mendes,,Rua Candido Mendes - RS,"3.605,00 m2"
BVAR11,Loja 24,Avenida Getúlio Vargas,Centro,Rio Branco - AC,"2.894,00 m2"
BVAR11,Loja 25,Avenida Presidente Kennedy,Coelho da Rocha,São João de Meriti - RJ,"2.662,00 m2"
BVAR11,Loja 20,Rua 13 de Junho,Centro,Cáceres - MT,"3.027,00 m2"
BVAR11,Loja 33,Rua Voluntários da Pátria,Centro,Feira de Santana - BA,"2.069,00 m2"
BVAR11,Loja 53,Avenida Paraná,Centro,Belo Horizonte - MG,"4.724,00 m2"
BVAR11,Loja 26,Avenida Sete de Setembro,Centro,Salvador - BA,"4.061,00 m2"
BVAR11,Loja 57,Avenida João de Barros,Encruzilhada,Recife - PE,"1.625,00 m2"
BVAR11,Loja 40,Pça Ramos de Azevedo,,Pça Ramos de Azevedo - SP,"600,00 m2"
BVAR11,Loja 7,Rua Riachuelo,Centro,Rio de Janeiro - RJ,"1.118,00 m2"
BVAR11,Loja 63,Rua da Paz,Afogados,Recife - PE,"1.272,00 m2"
BVAR11,Loja 12,Rua Nova,Santo Antonio,Recife - PE,"1.280,00 m2"
BVAR11,Loja 70,Rua Visconde de Pirajá,Ipanema,Rio de Janeiro - RJ,"995,00 m2"
BVAR11,Loja 39,Rua Major Facundo,,Rua Major Facundo - RJ,"2.357,00 m2"
BVAR11,Loja 13,Avenida Anhanguera,Central,Goiânia - GO,"1.385,00 m2"
BVAR11,Loja 18,Rua XV de Novembro,Pontal da Cruz,São Sebastião - SP,"1.145,00 m2"
BVAR11,Loja 11,Rua Senador Teodoro Pacheco,,Rua Senador Teodoro Pacheco - RS,"1.267,00 m2"
BVAR11,Loja 56,Rua Antônio João,Centro Norte,Cuiabá - MT,"27,00 m2"
BVAR11,Loja 35,Avenida Eduardo Ribeiro,Centro,Manaus - AM,"1.900,00 m2"
BVAR11,Loja 60,Av. Portugal,,Av. Portugal - PE,"2.360,00 m2"
BVAR11,Loja 51,Rua dos Americanos,Barra Funda,São Paulo - SP,"1.167,00 m2"
BVAR11,Loja 2,Rua Manoel Corrêa,Centro,Itaúna - MG,"1.447,00 m2"
BVAR11,Loja 69,Rua 13 de Junho,,265 e Rua Antonio Joao - RS,"1.490,00 m2"
BVAR11,Loja 21,Avenida Sete de Setembro,Centro,Manaus - AM,"5.284,00 m2"
BVAR11,Loja 28,Avenida Rio Branco,Cidade Alta,Natal - RN,"5.430,00 m2"
BVAR11,Loja 66,Rua dos Andradas,,Rua dos Andradas - SP,"808,00 m2"
BVAR11,Loja 17,Rua Oswaldo Cruz,Centro,São Luís - MA,"1.832,00 m2"
BVAR11,29,Rua dos Andradas,Centro,Sant'Ana do Livramento - RS,"2.558,00 m2"
BVAR11,50,Avenida Jerônimo Monteiro,Centro,Vitória - ES,"405,00 m2"
BVAR11,26,Rua da Azenha,Gaia,Fafe - 807 e 811,"755,00 m2"
BZLI11,BZLI Chicago,Residencial,Lake View,Chicago - IL,"500.000,00 m2"
CARE11,Edificação Comercial,Rua Voluntários de São Paulo,Centro,São José do Rio Preto - SP,"3.922,56 m2"
CBOP11,Edifício Jatobá - 50%,Avenida Marcos Penteado Ulhôa Rodrigues,,Avenida Marcos Penteado Ulhôa Rodrigues - SP,"16.341,11 m2"
CCLB11,R. Alm Guilherme - Leblon,Rua Almirante Guilhem,Leblon,Rio de Janeiro - RJ,"353,55 m2"
CCME11,Hotel Selina,Avenida Vieira de Carvalho,República,São Paulo - SP,"5.394,00 m2"
CCME11,Kasa Vila Olimpia,Rua Casa do Ator,Vila Olímpia,São Paulo - SP,"9.294,68 m2"
CCVA11,Shopping Jardim Sul - 10%,Avenida Giovanni Gronchi,Vila Andrade,São Paulo - SP,"28.739,03 m2"
CENU11,Depósitos,Avenida das Nações Unidas,,São Paulo - SP,"32,40 m2"
CENU11,Escritórios,Avenida das Nações Unidas,,São Paulo - SP,"5.882,37 m2"
CENU11,Vagas,Avenida das Nações Unidas,,São Paulo - SP,"1.968,75 m2"
CENU11,DO-012,Avenida das Nações Unidas,,São Paulo - SP,"2.195,55 m2"
CENU11,Centro de Convenções,Avenida das Nações Unidas,,São Paulo - SP,"1.011,46 m2"
CEOC11,CEO Corporate Executive Offices,Avenida Joao Cabral De Mello Neto,,Avenida Joao Cabral De Mello Neto - RJ,"11.492,00 m2"
CFHI11,PQCID_APTO33,Avenida das Nações Unidas,Chácara Santo Antônio (Zona Sul),São Paulo - SP,"1.124,46 m2"
CFHI11,EVO_APTO1101,Alameda Xingu,Alphaville,Barueri - SP,"889,65 m2"
CFHI11,PQCID_APTO31,Avenida das Nações Unidas,Chácara Santo Antônio (Zona Sul),São Paulo - SP,"1.040,07 m2"
CFHI11,EVO_APTO1102,Alameda Xingu,Alphaville,Barueri - SP,"982,47 m2"
CFHI11,EVO_APTO 904,Alameda Xingu,Alphaville,Barueri - SP,"1.339,58 m2"
CFHI11,EVO_APTO 901,Alameda Xingu,Alphaville,Barueri - SP,"531,13 m2"
CFHI11,PQCID_APTO32,Avenida das Nações Unidas,Chácara Santo Antônio (Zona Sul),São Paulo - SP,"1.053,98 m2"
CFHI11,EVO_APTO 902,Alameda Xingu,Alphaville,Barueri - SP,"1.339,58 m2"
CFHI11,EVO_APTO 903,Alameda Xingu,Alphaville,Barueri - SP,"531,13 m2"
CFHI11,HIPICA MAX G,Rua Manoel Ribeiro da Cruz,Santo Amaro,São Paulo - SP,"861,12 m2"
CFII11,IVC Greenwich Park,Rua Martinho Lutero,Palhano,Londrina - PR,"3.048,39 m2"
CFII11,IVC Jh Palhano,Rua João Huss,Palhano,Londrina - PR,"2.873,64 m2"
CFII11,Plaza JK,Rua Minas de Prata,Itaim Bibi,São Paulo - SP,"1.438,05 m2"
CFII11,"Casa Av Europa, 310",Avenida da Europa,,Aveiro - 310,"1.315,00 m2"
CJCT11,Cidade Jardim Continental Tower,Avenida Magalhães de Castro,Butantã,São Paulo - SP,"19.139,32 m2"
CJFI11,Edificio Cidade Jardim,Avenida Cidade Jardim,Itaim Bibi,São Paulo - SP,"7.458,00 m2"
CNES11,Edificio Cenesp,Avenida Maria Coelho de Aguiar,Jardim São Luís,São Paulo - SP,"64.480,00 m2"
COPP11,Condominio Faria Lima Plaza - FLP,Avenida Brigadeiro Faria Lima,Pinheiros,São Paulo - SP,"69.342.112,00 m2"
COPP11,Edificio Oscar Freire Office,Avenida Rebouças,Cerqueira César,São Paulo - SP,"5.243,30 m2"
COPP11,Edificio Leblon,Rua Almirante Guilhem,Leblon,Rio de Janeiro - RJ,"3.693,42 m2"
CPOF11,Condominio Faria Lima Plaza - FLP,Avenida Brigadeiro Faria Lima,Pinheiros,São Paulo - SP,"69.342.112,00 m2"
CPOF11,Edificio Leblon,Rua Almirante Guilhem,Leblon,Rio de Janeiro - RJ,"3.693,42 m2"
CPOF11,Edificio Oscar Freire Office,Avenida Rebouças,Cerqueira César,São Paulo - SP,"5.243,30 m2"
CPSH11,I Fashion Outlet Novo Hamburgo,BR-116,Operário,Novo Hamburgo - RS,"34.663,09 m2"
CPSH11,Shopping Metro Tatuape,Rua Gonçalves Crespo,Tatuapé,São Paulo - SP,"112.148,12 m2"
